Record,Vendor,Job,Phase,Type,Status,Retention,Paid,InvoiceTotal,TotalPaid,Balance,NetDue,Period,LinkNum,BatchNum,PostingYear,Label
75652,4,140902,0,1,4,0,137.31,137.31,137.31,0,0,0,139621,4326,2015,0
75653,4,140902,0,1,4,0,381.65,381.65,381.65,0,0,0,139622,4326,2015,0
75654,4,140902,0,1,4,0,377.97,377.97,377.97,0,0,0,139623,4326,2015,0
75655,4,150118,0,1,4,0,57.07,57.07,57.07,0,0,0,139624,4326,2015,0
75656,4,150137,0,1,4,0,60.76,60.76,60.76,0,0,0,139625,4326,2015,0
75657,4,150107,0,1,4,0,11.97,11.97,11.97,0,0,0,139626,4326,2015,0
75658,4,150084,0,1,4,0,8.6,8.6,8.6,0,0,0,139627,4326,2015,0
75659,4,150084,0,1,4,0,5.77,5.77,5.77,0,0,0,139628,4326,2015,0
75660,4,150073,0,1,4,0,33.82,33.82,33.82,0,0,0,139629,4326,2015,0
75661,4,150073,0,1,4,0,61.13,61.13,61.13,0,0,0,139630,4326,2015,0
75662,4,150073,0,1,4,0,21.97,21.97,21.97,0,0,0,139631,4326,2015,0
75663,4,150073,0,1,4,0,25.4,25.4,25.4,0,0,0,139632,4326,2015,0
75664,4,150073,0,1,4,0,5.47,5.47,5.47,0,0,0,139633,4326,2015,0
75665,4,150073,0,1,4,0,237.59,237.59,237.59,0,0,0,139634,4326,2015,0
75666,4,150064,0,1,4,0,31.96,31.96,31.96,0,0,0,139635,4326,2015,0
75667,4,150064,0,1,4,0,43.98,43.98,43.98,0,0,0,139636,4326,2015,0
75668,4,150064,0,1,4,0,49.57,49.57,49.57,0,0,0,139637,4326,2015,0
75669,4,150064,0,1,4,0,12.41,12.41,12.41,0,0,0,139638,4326,2015,0
75670,4,150064,0,1,4,0,88.75,88.75,88.75,0,0,0,139639,4326,2015,0
75671,4,150060,0,1,4,0,708,708,708,0,0,0,139640,4326,2015,0
75672,4,140983,0,1,4,0,36.01,36.01,36.01,0,0,0,139641,4326,2015,0
75673,4,150015,0,1,4,0,108.84,108.84,108.84,0,0,0,139642,4326,2015,0
75674,4,150015,0,1,4,0,10.73,10.73,10.73,0,0,0,139643,4326,2015,0
75675,4,150044,0,1,4,0,113.58,113.58,113.58,0,0,0,139644,4326,2015,0
75677,4,150044,0,1,4,0,-32.17,-32.17,-32.17,0,0,0,139646,4326,2015,0
75678,4,150044,0,1,4,0,-3.25,-3.25,-3.25,0,0,0,139647,4326,2015,0
75679,4,150044,0,1,4,0,13.94,13.94,13.94,0,0,0,139648,4326,2015,0
75680,4,150044,0,1,4,0,-47.94,-47.94,-47.94,0,0,0,139649,4326,2015,0
75681,4,150018,0,1,4,0,24.04,24.04,24.04,0,0,0,139650,4326,2015,0
75682,4,150018,0,1,4,0,34.23,34.23,34.23,0,0,0,139651,4326,2015,0
75683,4,150018,0,1,4,0,29.54,29.54,29.54,0,0,0,139652,4326,2015,0
75684,4,150018,0,1,4,0,-24.25,-24.25,-24.25,0,0,0,139653,4326,2015,0
75685,4,150088,0,1,4,0,78.39,78.39,78.39,0,0,0,139654,4326,2015,0
75686,4,150088,0,1,4,0,34.03,34.03,34.03,0,0,0,139655,4326,2015,0
75688,4,140732,1,1,4,0,40.61,40.61,40.61,0,0,0,139657,4326,2015,0
75689,4,140001,9,1,4,0,27.97,27.97,27.97,0,0,0,139658,4326,2015,0
75690,4,140717,0,1,5,0,0,22,0,22,22,0,139659,4326,2015,0
75691,4,140862,0,1,4,0,321.74,321.74,321.74,0,0,0,139660,4326,2015,0
75692,4,140862,0,1,4,0,223.16,223.16,223.16,0,0,0,139661,4326,2015,0
75693,4,140862,0,1,4,0,13.12,13.12,13.12,0,0,0,139662,4326,2015,0
75694,4,140862,0,1,4,0,400.56,400.56,400.56,0,0,0,139663,4326,2015,0
75695,4,140862,0,1,4,0,375.69,375.69,375.69,0,0,0,139664,4326,2015,0
75696,4,140862,0,1,5,0,0,897.9,0,897.9,897.9,0,139665,4326,2015,0
75697,4,140897,0,1,4,0,42.09,42.09,42.09,0,0,0,139666,4326,2015,0
75698,4,140897,0,1,4,0,7.16,7.16,7.16,0,0,0,139667,4326,2015,0
75699,4,140897,0,1,4,0,37.02,37.02,37.02,0,0,0,139668,4326,2015,0
75700,4,140902,0,1,4,0,11.11,11.11,11.11,0,0,0,139669,4326,2015,0
75701,4,140902,0,1,5,0,0,361.83,0,361.83,361.83,0,139670,4326,2015,0
75702,4,150048,0,1,4,0,8.97,8.97,8.97,0,0,0,139671,4326,2015,0
75703,4,150086,0,1,4,0,29.04,29.04,29.04,0,0,0,139672,4326,2015,0
75704,4,150020,0,1,4,0,10.89,10.89,10.89,0,0,0,139673,4326,2015,0
75705,4,140753,9,1,4,0,-32.82,-32.82,-32.82,0,0,0,139674,4326,2015,0
75706,4,150003,0,1,4,0,-7.08,-7.08,-7.08,0,0,0,139675,4326,2015,0
75707,4,150064,0,1,4,0,221,221,221,0,0,0,139676,4326,2015,0
75708,4,150070,0,1,4,0,-8.47,-8.47,-8.47,0,0,0,139677,4326,2015,0
75709,4,150064,0,1,4,0,11.86,11.86,11.86,0,0,0,139678,4326,2015,0
75710,1211,140753,0,1,4,0,-87.58,-87.58,-87.58,0,0,0,139776,4308,2015,0
75711,1211,140753,0,1,4,0,87.58,87.58,87.58,0,0,0,139777,4308,2015,0
75712,408,140622,0,1,4,0,11318.1,11318.1,11318.1,0,0,0,139778,4327,2015,0
75713,405,140231,0,1,4,0,126.85,126.85,126.85,0,0,0,139779,4304,2015,0
75714,284,140048,0,1,4,0,6060.39,6121.61,6121.61,0,0,0,139780,4306,2015,0
75715,354,140231,0,1,4,0,425,425,425,0,0,0,139781,4328,2015,0
75716,4,140972,0,1,5,0,0,60,0,60,60,0,139784,4275,2015,0
75717,1422,150092,0,1,4,0,2900,2900,2900,0,0,0,139793,4310,2015,0
75718,4,140001,9,1,4,0,-12.39,-12.39,-12.39,0,0,0,139795,0,2015,0
75719,4,140001,9,1,4,0,12.39,12.39,12.39,0,0,0,139797,0,2015,0
75730,125,150109,0,1,4,0,-134.89,-134.89,-134.89,0,0,0,139826,0,2015,0
75731,125,150075,0,1,4,0,134.89,134.89,134.89,0,0,0,139828,0,2015,0
75732,125,150109,0,1,5,0,0,209.26,0,209.26,209.26,0,139830,4304,2015,0
75733,1861,140753,0,1,4,0,20000,20000,20000,0,0,0,139831,4329,2015,0
75734,204,150075,0,1,4,0,-125,-125,-125,0,0,0,139832,4286,2015,0
75735,204,150073,0,1,4,0,125,125,125,0,0,0,139833,4286,2015,0
75736,284,140048,0,1,4,0,-1076.29,-1076.29,-1076.29,0,0,0,139834,4270,2015,0
75737,284,140048,0,1,4,0,1076.29,1076.29,1076.29,0,0,0,139835,4270,2015,0
75738,3,140753,6,1,4,0,-190.26,-190.26,-190.26,0,0,0,139841,4297,2015,0
75739,3,140753,6,1,4,0,190.26,190.26,190.26,0,0,0,139842,4297,2015,0
75740,77,140753,0,1,5,0,0,699.63,0,699.63,699.63,0,139843,4315,2015,0
75741,77,140753,0,1,4,0,629.67,699.63,699.63,0,0,0,139844,4315,2015,0
75742,1866,140862,0,1,4,0,15060,15060,15060,0,0,0,139894,4330,2015,0
75743,632,150012,0,1,4,0,450.04,450.04,450.04,0,0,0,139896,4315,2015,0
75744,4,140753,0,1,4,0,46.26,46.26,46.26,0,0,0,139897,4326,2015,0
75745,4,140933,0,1,4,0,22.96,22.96,22.96,0,0,0,139898,4326,2015,0
75746,4,149999,5366,1,4,0,158.01,158.01,158.01,0,0,0,139899,4326,2015,0
75747,4,149999,5366,1,4,0,61.23,61.23,61.23,0,0,0,139900,4326,2015,0
75748,4,140902,0,1,4,0,53.95,53.95,53.95,0,0,0,139901,4326,2015,0
75749,4,140717,0,1,4,0,22,22,22,0,0,0,139902,4326,2015,0
75750,4,140862,0,1,4,0,820,820,820,0,0,0,139903,4326,2015,0
75751,4,140902,0,1,4,0,361.83,361.83,361.83,0,0,0,139904,4326,2015,0
75752,4,140753,0,1,4,0,424.67,424.67,424.67,0,0,0,139905,4291,2015,0
75753,4,140794,0,1,4,0,197.53,197.53,197.53,0,0,0,139906,4291,2015,0
75754,4,140862,0,1,4,0,145.74,145.74,145.74,0,0,0,139907,4291,2015,0
75755,4,140877,0,1,4,0,29.61,29.61,29.61,0,0,0,139908,4291,2015,0
75756,4,140877,0,1,4,0,21.03,21.03,21.03,0,0,0,139909,4291,2015,0
75757,4,150044,0,1,4,0,35.43,35.43,35.43,0,0,0,139910,4291,2015,0
75758,4,140732,0,1,4,0,43.25,43.25,43.25,0,0,0,139911,4302,2015,0
75759,4,140753,0,1,4,0,8.82,8.82,8.82,0,0,0,139912,4312,2015,0
75761,8,150115,0,1,4,0,87.61,87.61,87.61,0,0,0,139944,0,2015,0
75776,1940,150155,0,1,4,0,16.09,16.09,16.09,0,0,0,139974,0,2015,0
75781,4,150003,0,1,4,0,54.72,54.72,54.72,0,0,0,139993,4312,2015,0
75782,1941,140902,0,1,4,0,1141.07,1141.07,1141.07,0,0,0,139994,0,2015,0
75786,1169,140862,0,1,4,0,-1248,-1248,-1248,0,0,0,140002,0,2015,0
75787,1169,150119,0,1,4,0,1248,1248,1248,0,0,0,140004,0,2015,0
75790,1941,140902,0,1,4,0,-0.01,-0.01,-0.01,0,0,0,140010,0,2015,0
75791,8,150118,0,1,4,0,250.76,250.76,250.76,0,0,0,140012,0,2015,0
75792,8,150118,0,1,4,0,-35.67,-35.67,-35.67,0,0,0,140014,0,2015,0
75793,8,150118,0,1,4,0,109.05,109.05,109.05,0,0,0,140016,0,2015,0
75794,8,150118,0,1,4,0,143.27,143.27,143.27,0,0,0,140018,0,2015,0
75795,1942,140753,0,1,4,0,82,82,82,0,0,0,140020,0,2015,0
75796,18,140622,0,1,4,0,34.3,35,35,0,0,0,140022,4331,2015,0
75798,5,140732,0,1,4,0,149.35,149.35,149.35,0,0,0,140024,4331,2015,0
75799,5,150155,0,1,4,0,53.65,53.65,53.65,0,0,0,140025,4331,2015,0
75800,204,140753,0,1,4,0,70,70,70,0,0,0,140026,4331,2015,0
75801,204,140933,0,1,4,0,60,60,60,0,0,0,140027,4331,2015,0
75802,204,140933,0,1,4,0,73,73,73,0,0,0,140028,4331,2015,0
75803,204,140933,0,1,4,0,72,72,72,0,0,0,140029,4331,2015,0
75804,204,140753,0,1,4,0,58,58,58,0,0,0,140030,4331,2015,0
75806,1798,140946,0,1,4,0,18.81,18.81,18.81,0,0,0,140032,4331,2015,0
75807,1935,149999,5366,1,4,0,5.46,5.46,5.46,0,0,0,140033,4331,2015,0
75808,1707,150126,0,1,4,0,2.5,2.5,2.5,0,0,0,140034,4331,2015,0
75809,1943,140862,0,1,4,0,104.96,104.96,104.96,0,0,0,140035,4331,2015,0
75810,1205,140795,0,1,4,0,9,9,9,0,0,0,140036,4331,2015,0
75811,376,140862,0,1,4,0,1125,1125,1125,0,0,0,140037,4331,2015,0
75812,1944,140925,0,1,4,0,208,208,208,0,0,0,140039,4332,2015,0
75813,345,149999,5366,1,4,0,298.36,304.45,304.45,0,0,0,140040,4332,2015,0
75814,50,150130,0,1,4,0,183.64,185.5,185.5,0,0,0,140041,4332,2015,0
75815,3,140678,0,1,4,0,87.13,87.13,87.13,0,0,0,140042,4332,2015,0
75816,4,140927,0,1,4,0,0.11,0.11,0.11,0,0,0,140043,4333,2015,0
75817,3,140753,0,1,4,0,113.58,114.63,114.63,0,0,0,140044,4332,2015,0
75818,3,140753,6,1,4,0,221.86,224.1,224.1,0,0,0,140045,4332,2015,0
75819,3,140795,0,1,4,0,378.68,382.51,382.51,0,0,0,140046,4332,2015,0
75820,3,140875,0,1,4,0,2043.89,2064.53,2064.53,0,0,0,140047,4332,2015,0
75821,3,140231,0,1,4,0,-65.1,-65.1,-65.1,0,0,0,140048,4332,2015,0
75822,3,150135,0,1,4,0,55,55.56,55.56,0,0,0,140049,4332,2015,0
75823,3,149999,140683,1,4,0,60.88,61.48,61.48,0,0,0,140050,4332,2015,0
75824,3,140862,0,1,4,0,35.05,35.4,35.4,0,0,0,140051,4332,2015,0
75825,3,140753,0,1,4,0,192.46,194.41,194.41,0,0,0,140052,4332,2015,0
75826,3,140753,0,1,4,0,-74.17,-74.17,-74.17,0,0,0,140053,4332,2015,0
75827,3,140753,0,1,4,0,73.43,74.17,74.17,0,0,0,140054,4332,2015,0
75828,3,150073,0,1,4,0,70.27,70.98,70.98,0,0,0,140055,4332,2015,0
75829,3,140753,0,1,4,0,72.41,73.14,73.14,0,0,0,140056,4332,2015,0
75830,3,140972,0,1,4,0,25.21,25.44,25.44,0,0,0,140057,4332,2015,0
75831,3,150073,0,1,4,0,27.98,28.26,28.26,0,0,0,140058,4332,2015,0
75832,3,150042,0,1,4,0,25.08,25.31,25.31,0,0,0,140059,4332,2015,0
75833,3,150042,0,1,4,0,7.25,7.32,7.32,0,0,0,140060,4332,2015,0
75834,3,150042,0,1,4,0,4.89,4.94,4.94,0,0,0,140061,4332,2015,0
75835,3,140678,0,1,4,0,-66.62,-66.62,-66.62,0,0,0,140062,4332,2015,0
75836,1174,140933,0,1,4,0,249.9,255,255,0,0,0,140063,4332,2015,0
75837,1174,140753,0,1,4,0,58.8,60,60,0,0,0,140064,4332,2015,0
75838,77,140933,0,1,4,0,553.3,614.78,614.78,0,0,0,140065,4332,2015,0
75839,97,149999,5366,1,4,0,54.68,55.8,55.8,0,0,0,140066,4332,2015,0
75840,97,140862,0,1,4,0,60.44,61.67,61.67,0,0,0,140067,4332,2015,0
75841,97,140678,0,1,4,0,62.46,63.73,63.73,0,0,0,140068,4332,2015,0
75842,97,140862,0,1,4,0,1044.92,1066.24,1066.24,0,0,0,140069,4332,2015,0
75843,29,140933,0,1,4,0,9.75,9.85,9.85,0,0,0,140071,4332,2015,0
75844,199,140933,0,1,4,0,200.02,200.02,200.02,0,0,0,140072,4334,2015,0
75845,199,140933,0,1,4,0,77.54,77.54,77.54,0,0,0,140073,4334,2015,0
75846,374,140048,0,1,4,0,118.76,118.76,118.76,0,0,0,140074,4334,2015,0
75847,405,140753,0,1,4,0,48,48,48,0,0,0,140075,4334,2015,0
75848,405,140622,0,1,4,0,66.59,66.59,66.59,0,0,0,140076,4334,2015,0
75849,125,150135,0,1,4,0,49.27,49.27,49.27,0,0,0,140077,4334,2015,0
75850,125,150135,0,1,4,0,17.61,17.61,17.61,0,0,0,140078,4334,2015,0
75851,7,140795,0,1,4,0,639.63,639.63,639.63,0,0,0,140079,4334,2015,0
75852,555,149999,5366,1,4,0,193.81,193.81,193.81,0,0,0,140080,4334,2015,0
75853,100004,140753,0,1,4,0,5397.6,5397.6,5397.6,0,0,0,140081,4334,2015,0
75855,319,140933,0,1,4,0,86.93,86.93,86.93,0,0,0,140083,4334,2015,0
75856,577,150094,0,1,4,0,892.22,892.22,892.22,0,0,0,140084,4334,2015,0
75857,577,150019,0,1,4,0,871.84,871.84,871.84,0,0,0,140085,4334,2015,0
75858,269,149999,140861,1,4,0,707.45,707.45,707.45,0,0,0,140086,4334,2015,0
75859,1116,140849,1,1,4,0,1830,1830,1830,0,0,0,140089,4335,2015,0
75860,1284,140795,0,1,4,0,65600,65600,65600,0,0,0,140184,4335,2015,0
75861,1284,140753,0,1,4,0,49759.5,49759.5,49759.5,0,0,0,140185,4335,2015,0
75862,1649,140816,0,1,5,0,0,17622.21,0,17622.21,17622.21,0,140186,4335,2015,0
75863,1945,150056,0,1,4,0,160,160,160,0,0,0,140187,4335,2015,0
75864,1706,149999,140658,1,4,0,240,240,240,0,0,0,140188,4335,2015,0
75865,546,150118,0,1,4,0,395,395,395,0,0,0,140189,4335,2015,0
75866,546,150150,0,1,4,0,1713,1713,1713,0,0,0,140190,4335,2015,0
75867,546,150064,0,1,4,0,245,245,245,0,0,0,140191,4335,2015,0
75868,546,150044,0,1,4,0,95,95,95,0,0,0,140192,4335,2015,0
75871,546,150161,0,1,4,0,195,195,195,0,0,0,140195,4335,2015,0
75872,546,150128,0,1,4,0,345,345,345,0,0,0,140196,4335,2015,0
75873,354,140851,0,1,4,0,1650,1650,1650,0,0,0,140197,4335,2015,0
75874,115,149999,5366,1,4,0,95,95,95,0,0,0,140198,4335,2015,0
75875,115,150018,0,1,4,0,95,95,95,0,0,0,140199,4335,2015,0
75876,1601,140781,0,1,4,0,9099,9099,9099,0,0,0,140200,4335,2015,0
75877,223,140947,0,1,4,0,450,450,450,0,0,0,140201,4335,2015,0
75878,223,140938,0,1,4,0,2103,2103,2103,0,0,0,140202,4335,2015,0
75879,223,150167,0,1,4,0,314,314,314,0,0,0,140203,4335,2015,0
75880,1443,150073,0,1,4,0,2100,2100,2100,0,0,0,140204,4335,2015,0
75881,1443,150114,0,1,4,0,1553,1553,1553,0,0,0,140205,4335,2015,0
75882,1443,150093,0,1,4,0,625,625,625,0,0,0,140206,4335,2015,0
75883,1162,150009,0,1,4,0,2739.21,2739.21,2739.21,0,0,0,140207,4335,2015,0
75884,1865,140795,0,1,4,0,7824,7824,7824,0,0,0,140208,4335,2015,0
75885,101,150042,0,1,4,0,3460.23,3460.23,3460.23,0,0,0,140209,4335,2015,0
75886,1276,140795,0,1,4,0,847.7,847.7,847.7,0,0,0,140210,0,2015,0
75887,1372,140678,0,1,4,0,81.53,81.53,81.53,0,0,0,140212,0,2015,0
75889,4,150115,0,1,4,0,109.47,109.47,109.47,0,0,0,140216,0,2015,0
75890,8,140753,0,1,4,0,30.61,30.61,30.61,0,0,0,140218,0,2015,0
75891,8,140795,0,1,4,0,72.14,72.14,72.14,0,0,0,140220,0,2015,0
75892,1491,150169,0,1,4,0,9,9,9,0,0,0,140222,0,2015,0
75894,1497,150169,0,1,4,0,1730,1730,1730,0,0,0,140226,0,2015,0
75895,1947,140732,0,1,4,0,16.95,16.95,16.95,0,0,0,140228,0,2015,0
75896,1947,140732,0,1,4,0,13.1,13.1,13.1,0,0,0,140230,0,2015,0
75897,8,150118,0,1,4,0,28.45,28.45,28.45,0,0,0,140232,0,2015,0
75898,8,150118,0,1,4,0,45,45,45,0,0,0,140234,0,2015,0
75901,1948,150115,0,1,4,0,93.08,93.08,93.08,0,0,0,140240,0,2015,0
75903,4,140732,0,1,4,0,32.78,32.78,32.78,0,0,0,140244,0,2015,0
75904,4,150136,0,1,4,0,131.91,131.91,131.91,0,0,0,140246,0,2015,0
75905,4,150136,0,1,4,0,257.36,257.36,257.36,0,0,0,140248,0,2015,0
75906,4,140732,0,1,4,0,21.62,21.62,21.62,0,0,0,140250,0,2015,0
75907,4,150127,0,1,4,0,141.98,141.98,141.98,0,0,0,140252,0,2015,0
75908,1568,150118,0,1,4,0,7653,7653,7653,0,0,0,140254,0,2015,0
75910,180,140048,0,1,4,0,293.46,293.46,293.46,0,0,0,140258,0,2015,0
75911,8,150118,0,1,4,0,16.98,16.98,16.98,0,0,0,140260,0,2015,0
75912,8,150118,0,1,4,0,91.86,91.86,91.86,0,0,0,140262,0,2015,0
75913,8,150118,0,1,4,0,9.83,9.83,9.83,0,0,0,140264,0,2015,0
75914,8,150118,0,1,4,0,-79.94,-79.94,-79.94,0,0,0,140266,0,2015,0
75915,8,150118,0,1,4,0,16.01,16.01,16.01,0,0,0,140268,0,2015,0
75917,8,150064,0,1,4,0,-250.76,-250.76,-250.76,0,0,0,140272,0,2015,0
75918,1468,150118,0,1,4,0,898.2,898.2,898.2,0,0,0,140274,0,2015,0
75919,1406,140874,0,1,4,0,506.47,506.47,506.47,0,0,0,140276,0,2015,0
75920,1406,140874,0,1,4,0,132.76,132.76,132.76,0,0,0,140278,0,2015,0
75921,1581,140601,0,1,4,0,2250.6,2250.6,2250.6,0,0,0,140280,0,2015,0
75922,4,150064,0,1,4,0,584.95,584.95,584.95,0,0,0,140282,0,2015,0
75923,1406,140874,0,1,4,0,133.41,133.41,133.41,0,0,0,140284,0,2015,0
75935,333,140001,9,1,4,0,916.19,916.19,916.19,0,0,0,140308,0,2015,0
75940,1827,149999,5366,1,4,0,435.27,435.27,435.27,0,0,0,140318,0,2015,0
75941,1952,140874,0,1,4,0,1254.14,1254.14,1254.14,0,0,0,140320,0,2015,0
75944,1953,140874,0,1,4,0,60.18,60.18,60.18,0,0,0,140326,0,2015,0
75945,1251,140001,9,1,4,0,292,292,292,0,0,0,140328,0,2015,0
75946,1169,150161,0,1,4,0,1248,1248,1248,0,0,0,140330,0,2015,0
75955,1926,150116,0,1,4,0,1382.12,1382.12,1382.12,0,0,0,140348,0,2015,0
75956,1926,150116,0,1,4,0,1382.12,1382.12,1382.12,0,0,0,140350,0,2015,0
75960,204,140048,0,1,4,0,163,163,163,0,0,0,140369,4336,2015,0
75961,204,140048,0,1,4,0,134,134,134,0,0,0,140370,4336,2015,0
75962,204,140048,0,1,4,0,120,120,120,0,0,0,140371,4336,2015,0
75963,204,140048,0,1,4,0,96,96,96,0,0,0,140372,4336,2015,0
75964,204,140048,0,1,4,0,163,163,163,0,0,0,140373,4336,2015,0
75965,204,140048,0,1,4,0,73,73,73,0,0,0,140374,4336,2015,0
75966,204,140048,0,1,4,0,119,119,119,0,0,0,140375,4336,2015,0
75967,204,140048,0,1,4,0,66,66,66,0,0,0,140376,4336,2015,0
75968,204,140048,0,1,4,0,119,119,119,0,0,0,140377,4336,2015,0
75972,4,140048,0,1,4,0,50.57,50.57,50.57,0,0,0,140381,4336,2015,0
75973,4,140048,0,1,4,0,38.91,38.91,38.91,0,0,0,140382,4336,2015,0
75974,4,140048,0,1,4,0,94.03,94.03,94.03,0,0,0,140383,4336,2015,0
75975,4,140048,0,1,4,0,211.41,211.41,211.41,0,0,0,140384,4336,2015,0
75976,345,140048,0,1,4,0,11126.14,11126.14,11126.14,0,0,0,140385,4336,2015,0
75977,284,140048,0,1,4,0,1936.26,1955.82,1955.82,0,0,0,140386,4336,2015,0
75978,284,140048,0,1,4,0,678.82,685.68,685.68,0,0,0,140387,4336,2015,0
75979,284,140048,0,1,4,0,112.39,113.53,113.53,0,0,0,140388,4336,2015,0
75980,1649,140048,0,1,4,0,770,770,770,0,0,0,140389,4336,2015,0
75981,1649,140048,0,1,4,0,330,330,330,0,0,0,140390,4336,2015,0
75982,1649,140048,0,1,4,0,275,275,275,0,0,0,140391,4336,2015,0
75983,1649,140048,0,1,4,0,868,868,868,0,0,0,140392,4336,2015,0
75984,1649,140048,7601,1,4,0,715,715,715,0,0,0,140394,4336,2015,0
75985,1649,140048,0,1,4,0,10880,10880,10880,0,0,0,140395,4336,2015,0
75986,1649,140048,0,1,4,0,8640,8640,8640,0,0,0,140396,4336,2015,0
75987,1649,140048,0,1,4,0,770,770,770,0,0,0,140397,4336,2015,0
75988,3,140048,0,1,4,0,451.79,456.35,456.35,0,0,0,140398,4336,2015,0
75989,3,140048,0,1,4,0,4054.24,4095.2,4095.2,0,0,0,140399,4336,2015,0
75990,3,140048,0,1,4,0,2577.29,2603.32,2603.32,0,0,0,140400,4336,2015,0
75991,405,140048,0,1,4,0,110.18,110.18,110.18,0,0,0,140402,4336,2015,0
75992,100004,140048,0,1,4,0,12308.56,12308.56,12308.56,0,0,0,140403,4336,2015,0
75993,1742,140048,0,1,4,0,7555,7555,7555,0,0,0,140404,4336,2015,0
75994,1742,140048,0,1,4,0,990,990,990,0,0,0,140405,4336,2015,0
75995,1742,140048,0,1,4,0,460,460,460,0,0,0,140406,4336,2015,0
75996,1742,140048,0,1,4,0,400,400,400,0,0,0,140407,4336,2015,0
75997,1742,140048,0,1,4,0,812,812,812,0,0,0,140409,4336,2015,0
75998,1742,140048,100603,1,4,0,200,200,200,0,0,0,140410,4336,2015,0
75999,1742,140048,0,1,4,0,2740,2740,2740,0,0,0,140411,4336,2015,0
76000,1742,140048,0,1,4,0,120,120,120,0,0,0,140412,4336,2015,0
76001,129,140753,0,1,4,0,17.1,17.1,17.1,0,0,0,140422,4338,2015,0
76005,1582,140048,0,1,4,0,22855,22855,22855,0,0,0,140445,4340,2015,0
76008,215,140576,0,1,4,0,196.86,196.86,196.86,0,0,0,140462,4193,2015,0
76009,101,2015011601,0,1,4,0,520.27,520.27,520.27,0,0,0,140468,4341,2015,0
76010,125,150075,0,1,4,0,209.26,209.26,209.26,0,0,0,140485,4304,2015,0
76018,199,140933,0,1,4,0,-77.54,-77.54,-77.54,0,0,0,140570,4334,2015,0
76019,199,140933,0,1,4,0,77.54,77.54,77.54,0,0,0,140571,4334,2015,0
76020,1861,150169,0,1,4,0,40000,40000,40000,0,0,0,140572,4343,2015,0
76042,1092,150072,0,1,4,0,12,12,12,0,0,0,140615,4344,2015,0
76044,1178,150150,0,1,4,0,22,22,22,0,0,0,140617,4344,2015,0
76045,1211,140753,0,1,4,0,84.77,84.77,84.77,0,0,0,140618,4344,2015,0
76046,292,150098,0,1,4,0,23,23,23,0,0,0,140619,4344,2015,0
76047,168,140794,0,1,4,0,7.2,7.2,7.2,0,0,0,140620,4344,2015,0
76048,168,140754,0,1,4,0,44.93,44.93,44.93,0,0,0,140621,4344,2015,0
76049,18,150180,0,1,4,0,61.9,61.9,61.9,0,0,0,140622,4344,2015,0
76050,1955,140933,0,1,4,0,85.46,85.46,85.46,0,0,0,140623,4344,2015,0
76053,204,140862,0,1,4,0,208,208,208,0,0,0,140626,4344,2015,0
76054,204,2015030601,0,1,4,0,28,28,28,0,0,0,140627,4344,2015,0
76055,204,140933,0,1,4,0,76,76,76,0,0,0,140628,4344,2015,0
76056,204,140933,0,1,4,0,20,20,20,0,0,0,140629,4344,2015,0
76057,204,140048,0,1,4,0,60,60,60,0,0,0,140630,4344,2015,0
76058,204,140048,0,1,4,0,110,110,110,0,0,0,140631,4344,2015,0
76059,204,140877,0,1,4,0,20,20,20,0,0,0,140632,4344,2015,0
76061,204,140753,0,1,4,0,147,147,147,0,0,0,140634,4344,2015,0
76062,62,140483,2,1,4,0,3890.22,3890.22,3890.22,0,0,0,140635,4344,2015,0
76063,284,140753,0,1,4,0,982.67,992.6,992.6,0,0,0,140636,4345,2015,0
76064,14,150041,0,1,4,0,22.89,23.36,23.36,0,0,0,140637,4345,2015,0
76065,129,140753,0,1,4,0,210.55,214.85,214.85,0,0,0,140638,4345,2015,0
76066,3,150073,0,1,4,0,38.41,38.8,38.8,0,0,0,140639,4345,2015,0
76067,3,140795,0,1,4,0,-476.57,-476.57,-476.57,0,0,0,140640,4345,2015,0
76068,3,140753,0,1,4,0,316.86,320.06,320.06,0,0,0,140641,4345,2015,0
76069,3,150132,0,1,4,0,16.16,16.32,16.32,0,0,0,140642,4345,2015,0
76070,77,140933,0,1,4,0,314.16,349.07,349.07,0,0,0,140643,4345,2015,0
76071,97,140862,0,1,4,0,844.94,844.94,844.94,0,0,0,140644,4345,2015,0
76072,97,140862,0,1,4,0,-844.94,-844.94,-844.94,0,0,0,140645,4345,2015,0
76073,97,140862,0,1,4,0,828.04,844.94,844.94,0,0,0,140646,4345,2015,0
76074,361,140753,0,1,4,0,3191.35,3223.59,3223.59,0,0,0,140647,4345,2015,0
76075,345,150028,0,1,4,0,160.54,163.81,163.81,0,0,0,140648,4345,2015,0
76076,284,150019,0,1,4,0,94.68,95.64,95.64,0,0,0,140649,4345,2015,0
76077,129,140753,0,1,4,0,38.42,39.2,39.2,0,0,0,140650,4345,2015,0
76078,3,150119,0,1,4,0,222.47,224.68,224.68,0,0,0,140651,4345,2015,0
76079,3,140862,0,1,4,0,105.14,106.2,106.2,0,0,0,140652,4345,2015,0
76080,3,150154,0,1,4,0,43.04,43.47,43.47,0,0,0,140653,4345,2015,0
76081,3,140753,0,1,4,0,105.57,106.63,106.63,0,0,0,140654,4345,2015,0
76082,3,150112,0,1,4,0,41.02,41.43,41.43,0,0,0,140655,4345,2015,0
